 disease,code
Other closed skull fracture with other and unspecified intracranial hemorrhage_ with moderate [1-24 hours] loss of consciousness,8033
Other closed skull fracture with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8033
Other closed skull fracture with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8033
Other closed skull fracture with other and unspecified intracranial hemorrhage_ with loss of consciousness of unspecified duration,8033
Other closed skull fracture with other and unspecified intracranial hemorrhage_ with concussion_ unspecified,8033
Other closed skull fracture with intracranial injury of other and unspecified nature_ unspecified state of consciousness,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with no loss of consciousness,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with brief [less than one hour] loss of consciousness,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with moderate [1-24 hours] loss of consciousness,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with loss of consciousness of unspecified duration,8034
Other closed skull fracture with intracranial injury of other and unspecified nature_ with concussion_ unspecified,8034
Other open skull fracture without mention of injury_ unspecified state of consciousness,8035
Other open skull fracture without mention of intracranial injury_ with no loss of consciousness,8035
Other open skull fracture without mention of intracranial injury_ with brief [less than one hour] loss of consciousness,8035
Other open skull fracture without mention of intracranial injury_ with moderate [1-24 hours] loss of consciousness,8035
Other open skull fracture without mention of intracranial injury_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8035
Other open skull fracture without mention of intracranial injury_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8035
Other open skull fracture without mention of intracranial injury_ with loss of consciousness of unspecified duration,8035
Other open skull fracture without mention of intracranial injury_ with concussion_ unspecified,8035
Other open skull fracture with cerebral laceration and contusion_ unspecified state of consciousness,8036
Other open skull fracture with cerebral laceration and contusion_ with no loss of consciousness,8036
Other open skull fracture with cerebral laceration and contusion_ with brief [less than one hour] loss of consciousness,8036
Other open skull fracture with cerebral laceration and contusion_ with moderate [1-24 hours] loss of consciousness,8036
Other open skull fracture with cerebral laceration and contusion_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8036
Other open skull fracture with cerebral laceration and contusion_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8036
Other open skull fracture with cerebral laceration and contusion_ with loss of consciousness of unspecified duration,8036
Other open skull fracture with cerebral laceration and contusion_ with concussion_ unspecified,8036
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ unspecified state of consciousness,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with no loss of consciousness,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with brief [less than one hour] loss of consciousness,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with moderate [1-24 hours] loss of consciousness,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with loss of consciousness of unspecified duration,8037
Other open skull fracture with subarachnoid_ subdural_ and extradural hemorrhage_ with concussion_ unspecified,8037
Other open skull fracture with other and unspecified intracranial hemorrhage_ unspecified state of consciousness,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with no loss of consciousness,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with brief [less than one hour] loss of consciousness,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with moderate [1-24 hours] loss of consciousness,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with loss of consciousness of unspecified duration,8038
Other open skull fracture with other and unspecified intracranial hemorrhage_ with concussion_ unspecified,8038
Other open skull fracture with intracranial injury of other and unspecified nature_ unspecified state of consciousness,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with no loss of consciousness,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with brief [less than one hour] loss of consciousness,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with moderate [1-24 hours] loss of consciousness,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with loss of consciousness of unspecified duration,8039
Other open skull fracture with intracranial injury of other and unspecified nature_ with concussion_ unspecified,8039
Closed fractures involving skull or face with other bones_ without mention of intracranial injury_ unspecified state of consciousness,8040
Closed fractures involving skull or face with other bones_ without mention of intracranial injury_ with no loss of consciousness,8040
Closed fractures involving skull or face with other bones_ without mention of intracranial injury_ with brief [less than one hour] loss of consciousness,8040
Closed fractures involving skull or face with other bones_ without mention of intracranial injury_ with moderate [1-24 hours] loss of consciousness,8040
Closed fractures involving skull or face with other bones_ without mention or intracranial injury_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8040
Closed fractures involving skull of face with other bones_ without mention of intracranial injury_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8040
Closed fractures involving skull of face with other bones_ without mention of intracranial injury_ with loss of consciousness of unspecified duration,8040
Closed fractures involving skull of face with other bones_ without mention of intracranial injury_ with concussion_ unspecified,8040
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ unspecified state of consciousness,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with no loss of consciousness,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with brief [less than one hour] loss of consciousness,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with moderate [1-24 hours] loss of consciousness,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with loss of consciousness of unspecified duration,8041
Closed fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with concussion_ unspecified,8041
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ unspecified state of consciousness,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with no loss of consciousness,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with brief [less than one hour] loss of consciousness,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with moderate [1-24 hours] loss of consciousness,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with loss of consciousness of unspecified duration,8042
Closed fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with concussion_ unspecified,8042
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ unspecified state of consciousness,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with no loss of consciousness,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with brief [less than one hour] loss of consciousness,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with moderate [1-24 hours] loss of consciousness,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with loss of consciousness of unspecified duration,8043
Closed fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with concussion_ unspecified,8043
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ unspecified state of consciousness,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with no loss of consciousness,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with brief [less than one hour] loss of consciousness,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with moderate [1-24 hours] loss of consciousness,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with loss of consciousness of unspecified duration,8044
Closed fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with concussion_ unspecified,8044
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ unspecified state of consciousness,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with no loss of consciousness,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with brief [less than one hour] loss of consciousness,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with moderate [1-24 hours] loss of consciousness,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with loss of consciousness of unspecified duration,8045
Open fractures involving skull or face with other bones_ without mention of intracranial injury_ with concussion_ unspecified,8045
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ unspecified state of consciousness,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with no loss of consciousness,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with brief [less than one hour] loss of consciousness,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with moderate [1-24 hours] loss of consciousness,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with loss of consciousness of unspecified duration,8046
Open fractures involving skull or face with other bones_ with cerebral laceration and contusion_ with concussion_ unspecified,8046
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ unspecified state of consciousness,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with no loss of consciousness,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with brief [less than one hour] loss of consciousness,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with moderate [1-24 hours] loss of consciousness,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with prolonged [more than 24 hours] loss of consciousness_ without return to pre-existing conscious level,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with loss of consciousness of unspecified duration,8047
Open fractures involving skull or face with other bones with subarachnoid_ subdural_ and extradural hemorrhage_ with concussion_ unspecified,8047
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ unspecified state of consciousness,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with no loss of consciousness,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with brief [less than one hour] loss of consciousness,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with moderate [1-24 hours] loss of consciousness,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with prolonged [more than 24 hours] loss consciousness_ without return to pre-existing conscious level,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with loss of consciousness of unspecified duration,8048
Open fractures involving skull or face with other bones_ with other and unspecified intracranial hemorrhage_ with concussion_ unspecified,8048
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ unspecified state of consciousness,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with no loss of consciousness,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with brief [less than one hour] loss of consciousness,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with moderate [1-24 hours] loss of consciousness,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with loss of consciousness of unspecified duration,8049
Open fractures involving skull or face with other bones_ with intracranial injury of other and unspecified nature_ with concussion_ unspecified,8049
Closed fracture of cervical vertebra_ unspecified level,8050
Closed fracture of first cervical vertebra,8050
Closed fracture of second cervical vertebra,8050
Closed fracture of third cervical vertebra,8050
Closed fracture of fourth cervical vertebra,8050
Closed fracture of fifth cervical vertebra,8050
Closed fracture of sixth cervical vertebra,8050
Closed fracture of seventh cervical vertebra,8050
Closed fracture of multiple cervical vertebrae,8050
Open fracture of cervical vertebra_ unspecified level,8051
Open fracture of first cervical vertebra,8051
Open fracture of second cervical vertebra,8051
Open fracture of third cervical vertebra,8051
Open fracture of fourth cervical vertebra,8051
Open fracture of fifth cervical vertebra,8051
Open fracture of sixth cervical vertebra,8051
Open fracture of seventh cervical vertebra,8051
Open fracture of multiple cervical vertebrae,8051
 Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,8052
 Open fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,8053
 Closed fracture of lumbar vertebra without mention of spinal cord injury,8054
 Open fracture of lumbar vertebra without mention of spinal cord injury,8055
 Closed fracture of sacrum and coccyx without mention of spinal cord injury,8056
 Open fracture of sacrum and coccyx without mention of spinal cord injury,8057
 Closed fracture of unspecified vertebral column without mention of spinal cord injury,8058
 Open fracture of unspecified vertebral column without mention of spinal cord injury,8059
Closed fracture of C1-C4 level with unspecified spinal cord injury,8060
Closed fracture of C1-C4 level with complete lesion of cord,8060
Closed fracture of C1-C4 level with anterior cord syndrome,8060
Closed fracture of C1-C4 level with central cord syndrome,8060
Closed fracture of C1-C4 level with other specified spinal cord injury,8060
Closed fracture of C5-C7 level with unspecified spinal cord injury,8060
Closed fracture of C5-C7 level with complete lesion of cord,8060
Closed fracture of C5-C7 level with anterior cord syndrome,8060
Closed fracture of C5-C7 level with central cord syndrome,8060
Closed fracture of C5-C7 level with other specified spinal cord injury,8060
Open fracture of C1-C4 level with unspecified spinal cord injury,8061
Open fracture of C1-C4 level with complete lesion of cord,8061
Open fracture of C1-C4 level with anterior cord syndrome,8061
Open fracture of C1-C4 level with central cord syndrome,8061
Open fracture of C1-C4 level with other specified spinal cord injury,8061
Open fracture of C5-C7 level with unspecified spinal cord injury,8061
Open fracture of C5-C7 level with complete lesion of cord,8061
Open fracture of C5-C7 level with anterior cord syndrome,8061
Open fracture of C5-C7 level with central cord syndrome,8061
Open fracture of C5-C7 level with other specified spinal cord injury,8061
Closed fracture of T1-T6 level with unspecified spinal cord injury,8062
Closed fracture of T1-T6 level with complete lesion of cord,8062
Closed fracture of T1-T6 level with anterior cord syndrome,8062
Closed fracture of T1-T6 level with central cord syndrome,8062
Closed fracture of T1-T6 level with other specified spinal cord injury,8062
Closed fracture of T7-T12 level with unspecified spinal cord injury,8062
Closed fracture of T7-T12 level with complete lesion of cord,8062
Closed fracture of T7-T12 level with anterior cord syndrome,8062
Closed fracture of T7-T12 level with central cord syndrome,8062
Closed fracture of T7-T12 level with other specified spinal cord injury,8062
Open fracture of T1-T6 level with unspecified spinal cord injury,8063
Open fracture of T1-T6 level with complete lesion of cord,8063
Open fracture of T1-T6 level with anterior cord syndrome,8063
Open fracture of T1-T6 level with central cord syndrome,8063
Open fracture of T1-T6 level with other specified spinal cord injury,8063
Open fracture of T7-T12 level with unspecified spinal cord injury,8063
Open fracture of T7-T12 level with complete lesion of cord,8063
Open fracture of T7-T12 level with anterior cord syndrome,8063
Open fracture of T7-T12 level with central cord syndrome,8063
Open fracture of T7-T12 level with other specified spinal cord injury,8063
 Closed fracture of lumbar spine with spinal cord injury,8064
 Open fracture of lumbar spine with spinal cord injury,8065
Closed fracture of sacrum and coccyx with unspecified spinal cord injury,8066
Closed fracture of sacrum and coccyx with complete cauda equina lesion,8066
Closed fracture of sacrum and coccyx with other cauda equina injury,8066
Closed fracture of sacrum and coccyx with other spinal cord injury,8066
Open fracture of sacrum and coccyx with unspecified spinal cord injury,8067
Open fracture of sacrum and coccyx with complete cauda equina lesion,8067
Open fracture of sacrum and coccyx with other cauda equina injury,8067
Open fracture of sacrum and coccyx with other spinal cord injury,8067
 Closed fracture of unspecified vertebral column with spinal cord injury,8068
 Open fracture of unspecified vertebral column with spinal cord injury,8069
Closed fracture of rib(s)_ unspecified,8070
Closed fracture of one rib,8070
Closed fracture of two ribs,8070
Closed fracture of three ribs,8070
Closed fracture of four ribs,8070
Closed fracture of five ribs,8070
Closed fracture of six ribs,8070
Closed fracture of seven ribs,8070
Closed fracture of eight or more ribs,8070
Closed fracture of multiple ribs_ unspecified,8070
Open fracture of rib(s)_ unspecified,8071
Open fracture of one rib,8071
Open fracture of two ribs,8071
Open fracture of three ribs,8071
Open fracture of four ribs,8071
Open fracture of five ribs,8071
Open fracture of six ribs,8071
Open fracture of seven ribs,8071
Open fracture of eight or more ribs,8071
Open fracture of multiple ribs_ unspecified,8071
 Closed fracture of sternum,8072
 Open fracture of sternum,8073
 Flail chest,8074
 Closed fracture of larynx and trachea,8075
 Open fracture of larynx and trachea,8076
 Closed fracture of acetabulum,8080
 Open fracture of acetabulum,8081
 Closed fracture of pubis,8082
 Open fracture of pubis,8083
Closed fracture of ilium,8084
Closed fracture of ischium,8084
Multiple closed pelvic fractures with disruption of pelvic circle,8084
Multiple closed pelvic fractures without disruption of pelvic circle,8084
Closed fracture of other specified part of pelvis,8084
Open fracture of ilium,8085
Open fracture of ischium,8085
Multiple open pelvic fractures with disruption of pelvic circle,8085
Multiple open pelvic fractures without disruption of pelvic circle,8085
Open fracture of other specified part of pelvis,8085
 Closed unspecified fracture of pelvis,8088
 Open unspecified fracture of pelvis,8089
 Fracture of bones of trunk_ closed,8090
 Fracture of bones of trunk_ open,8091
Closed fracture of clavicle_ unspecified part,8100
Closed fracture of sternal end of clavicle,8100
Closed fracture of shaft of clavicle,8100
Closed fracture of acromial end of clavicle,8100
Open fracture of clavicle_ unspecified part,8101
Open fracture of sternal end of clavicle,8101
Open fracture of shaft of clavicle,8101
Open fracture of acromial end of clavicle,8101
Closed fracture of scapula_ unspecified part,8110
Closed fracture of acromial process of scapula,8110
Closed fracture of coracoid process of scapula,8110
Closed fracture of glenoid cavity and neck of scapula,8110
Closed fracture of scapula_ other,8110
Open fracture of scapula_ unspecified part,8111
Open fracture of acromial process of scapula,8111
Open fracture of coracoid process,8111
Open fracture of glenoid cavity and neck of scapula,8111
Open fracture of scapula_ other,8111
Closed fracture of unspecified part of upper end of humerus,8120
Closed fracture of surgical neck of humerus,8120
Closed fracture of anatomical neck of humerus,8120
Closed fracture of greater tuberosity of humerus,8120
Other closed fracture of upper end of humerus,8120
Open fracture of unspecified part of upper end of humerus,8121
Open fracture of surgical neck of humerus,8121
Open fracture of anatomical neck of humerus,8121
Open fracture of greater tuberosity of humerus,8121
Other open fracture of upper end of humerus,8121
Closed fracture of unspecified part of humerus,8122
Closed fracture of shaft of humerus,8122
Open fracture of unspecified part of humerus,8123
Open fracture of shaft of humerus,8123
Closed fracture of unspecified part of lower end of humerus,8124
Closed supracondylar fracture of humerus,8124
Closed fracture of lateral condyle of humerus,8124
Closed fracture of medial condyle of humerus,8124
Closed fracture of unspecified condyle(s) of humerus,8124
Other closed fracture of lower end of humerus,8124
Open fracture of unspecified part of lower end of humerus,8125
Open supracondylar fracture of humerus,8125
Open fracture of lateral condyle of humerus,8125
Open fracture of medial condyle of humerus,8125
Open fracture of unspecified condyle(s) of humerus,8125
Other open fracture of lower end of humerus,8125
Closed fracture of upper end of forearm_ unspecified,8130
Closed fracture of olecranon process of ulna,8130
Closed fracture of coronoid process of ulna,8130
Closed Monteggia's fracture,8130
Other and unspecified closed fractures of proximal end of ulna (alone),8130
Closed fracture of head of radius,8130
Closed fracture of neck of radius,8130
Other and unspecified closed fractures of proximal end of radius (alone),8130
Closed fracture of radius with ulna_ upper end [any part],8130
Open fracture of upper end of forearm_ unspecified,8131
Open fracture of olecranon process of ulna,8131
Open fracture of coronoid process of ulna,8131
Open Monteggia's fracture,8131
Other and unspecified open fractures of proximal end of ulna (alone),8131
Open fracture of head of radius,8131
Open fracture of neck of radius,8131
Other and unspecified open fractures of proximal end of radius (alone),8131
Open fracture of radius with ulna_ upper end (any part),8131
Closed fracture of shaft of radius or ulna_ unspecified,8132
Closed fracture of shaft of radius (alone),8132
Closed fracture of shaft of ulna (alone),8132
Closed fracture of shaft of radius with ulna,8132
Open fracture of shaft of radius or ulna_ unspecified,8133
Open fracture of shaft of radius (alone),8133
Open fracture of shaft of ulna (alone),8133
Open fracture of shaft of radius with ulna,8133
Closed fracture of lower end of forearm_ unspecified,8134
Closed Colles' fracture,8134
Other closed fractures of distal end of radius (alone),8134
Closed fracture of distal end of ulna (alone),8134
Closed fracture of lower end of radius with ulna,8134
Torus fracture of radius (alone),8134
Torus fracture of ulna (alone),8134
Torus fracture of radius and ulna,8134
Open fracture of lower end of forearm_ unspecified,8135
Open Colles' fracture,8135
Other open fractures of distal end of radius (alone),8135
Open fracture of distal end of ulna (alone),8135
Open fracture of lower end of radius with ulna,8135
Closed fracture of unspecified part of forearm,8138
Closed fracture of unspecified part of radius (alone),8138
Closed fracture of unspecified part of ulna (alone),8138
Closed fracture of unspecified part of radius with ulna,8138
Open fracture of unspecified part of forearm,8139
Open fracture of unspecified part of radius (alone),8139
Open fracture of unspecified part of ulna (alone),8139
Open fracture of unspecified part of radius with ulna,8139
Closed fracture of carpal bone_ unspecified,8140
Closed fracture of navicular [scaphoid] bone of wrist,8140
Closed fracture of lunate [semilunar] bone of wrist,8140
Closed fracture of triquetral [cuneiform] bone of wrist,8140
Closed fracture of pisiform bone of wrist,8140
Closed fracture of trapezium bone [larger multangular] of wrist,8140
Closed fracture of trapezoid bone [smaller multangular] of wrist,8140
Closed fracture of capitate bone [os magnum] of wrist,8140
Closed fracture of hamate [unciform] bone of wrist,8140
Closed fracture of other bone of wrist,8140
Open fracture of carpal bone_ unspecified,8141
Open fracture of navicular [scaphoid] bone of wrist,8141
Open fracture of lunate [semilunar] bone of wrist,8141
Open fracture of triquetral [cuneiform] bone of wrist,8141
Open fracture of pisiform bone of wrist,8141
Open fracture of trapezium bone [larger multangular] of wrist,8141
Open fracture of trapezoid bone [smaller multangular] of wrist,8141
Open fracture of capitate bone [os magnum] of wrist,8141
Open fracture of hamate [unciform] bone of wrist,8141
Open fracture of other bone of wrist,8141
Closed fracture of metacarpal bone(s)_ site unspecified,8150
Closed fracture of base of thumb [first] metacarpal,8150
Closed fracture of base of other metacarpal bone(s),8150
Closed fracture of shaft of metacarpal bone(s),8150
Closed fracture of neck of metacarpal bone(s),8150
Closed fracture of multiple sites of metacarpus,8150
Open fracture of metacarpal bone(s)_ site unspecified,8151
Open fracture of base of thumb [first] metacarpal,8151
Open fracture of base of other metacarpal bone(s),8151
Open fracture of shaft of metacarpal bone(s),8151
Open fracture of neck of metacarpal bone(s),8151
Open fracture of multiple sites of metacarpus,8151
Closed fracture of phalanx or phalanges of hand_ unspecified,8160
Closed fracture of middle or proximal phalanx or phalanges of hand,8160
Closed fracture of distal phalanx or phalanges of hand,8160
Closed fracture of multiple sites of phalanx or phalanges of hand,8160
Open fracture of phalanx or phalanges of hand_ unspecified,8161
Open fracture of middle or proximal phalanx or phalanges of hand,8161
Open fracture of distal phalanx or phalanges of hand,8161
Open fracture of multiple sites of phalanx or phalanges of hand,8161
 Multiple closed fractures of hand bones,8170
 Multiple open fractures of hand bones,8171
 Ill-defined closed fractures of upper limb,8180
 Ill-defined open fractures of upper limb,8181
 Multiple closed fractures involving both upper limbs_ and upper limb with rib(s) and sternum,8190
 Multiple open fractures involving both upper limbs_ and upper limb with rib(s) and sternum,8191
Closed fracture of intracapsular section of neck of femur_ unspecified,8200
Closed fracture of epiphysis (separation) (upper) of neck of femur,8200
Closed fracture of midcervical section of neck of femur,8200
Closed fracture of base of neck of femur,8200
Other closed transcervical fracture of neck of femur,8200
Open fracture of intracapsular section of neck of femur_ unspecified,8201
Open fracture of epiphysis (separation) (upper) of neck of femur,8201
Open fracture of midcervical section of neck of femur,8201
Open fracture of base of neck of femur,8201
Other open transcervical fracture of neck of femur,8201
Closed fracture of trochanteric section of neck of femur,8202
Closed fracture of intertrochanteric section of neck of femur,8202
Closed fracture of subtrochanteric section of neck of femur,8202
Open fracture of trochanteric section of neck of femur_ unspecified,8203
Open fracture of intertrochanteric section of neck of femur,8203
Open fracture of subtrochanteric section of neck of femur,8203
 Closed fracture of unspecified part of neck of femur,8208
 Open fracture of unspecified part of neck of femur,8209
Closed fracture of unspecified part of femur,8210
Closed fracture of shaft of femur,8210
Open fracture of unspecified part of femur,8211
Open fracture of shaft of femur,8211
Closed fracture of lower end of femur_ unspecified part,8212
Closed fracture of condyle_ femoral,8212
Closed fracture of epiphysis_ lower (separation) of femur,8212
Closed supracondylar fracture of femur,8212
Other closed fracture of lower end of femur,8212
Open fracture of lower end of femur_ unspecified part,8213
Open fracture of condyle_ femoral,8213
Open fracture of epiphysis. Lower (separation) of femur,8213
Open supracondylar fracture of femur,8213
Other open fracture of lower end of femur,8213
 Closed fracture of patella,8220
 Open fracture of patella,8221
Closed fracture of upper end of tibia alone,8230
Closed fracture of upper end of fibula alone,8230
Closed fracture of upper end of fibula with tibia,8230
Open fracture of upper end of tibia alone,8231
Open fracture of upper end of fibula alone,8231
Open fracture of upper end of fibula with tibia,8231
Closed fracture of shaft of tibia alone,8232
Closed fracture of shaft of fibula alone,8232
Closed fracture of shaft of fibula with tibia,8232
Open fracture of shaft of tibia alone,8233
Open fracture of shaft of fibula alone,8233
Open fracture of shaft of fibula with tibia,8233
Torus fracture_ tibia alone,8234
